4-30-2018-9:17:19162,t60,0,10
363580,501,8,0F950ED002320227
363628,600,1,01
363707,501,8,0F9C0ED0022F0230
363755,123,2,ABCD
363820,501,8,0FA00ED0022C022C
363947,501,8,0F980ED00231022C
363963,123,2,ABCD
364059,501,8,0F980ED40229022D
364123,600,1,01
364155,123,2,ABCD
364187,501,8,0F940ED502280230
364299,501,8,0F9A0ED0022D022E
364362,123,2,ABCD
364427,501,8,0FA00ED0022D0230
364539,501,8,0FA00ED00230022E
364555,123,2,ABCD
364618,600,1,01
364666,501,8,0FA00ED002310232
364762,123,2,ABCD
364778,501,8,0F910ED40232022A
364905,501,8,0F9A0ED0022F022C
364953,123,2,ABCD
365018,501,8,0F940ED0022D0228
365130,600,1,01
365146,501,8,0FA00ED002200220
365161,123,2,ABCD
365257,501,8,0F9A0ED0022E022E
365353,123,2,ABCD
365385,501,8,0F930ED00232022A
365498,501,8,0F980ED0022B0228
365561,123,2,ABCD
365625,501,8,0F950ED00233022B
365737,501,8,0F9F0ED00232022A
365753,123,2,ABCD
365866,501,8,0F950ED0022C022A
365960,123,2,ABCD
365976,501,8,0F960ED00230022E
366105,501,8,0F9B0ED0022E0230
366120,600,1,01
366153,123,2,ABCD
366216,501,8,0F980ED0022E0228
366344,501,8,0F980ED0022B022A
366361,123,2,ABCD
366455,501,8,0F980ED00231022E
366552,123,2,ABCD
366584,501,8,0F950ED00228022D
366615,600,1,01
366696,501,8,0FA10ED0022F022B
366759,123,2,ABCD
366823,501,8,0F920ED0022D0230
366936,501,8,0F930ED0022E022A
366952,123,2,ABCD
367047,501,8,0F980ED0022F0232
367127,600,1,01
367159,123,2,ABCD
367175,501,8,0F980ED4022D0232
367303,018,0,F9
367352,123,2,ABCD
367414,501,8,0F980ED00233022C
367542,501,8,0F980ED0022C022B
367559,123,2,ABCD
367622,600,1,01
367655,501,8,0F980ED0022A022F
367750,123,2,ABCD
367782,501,8,0F950ED0022C0230
367895,501,8,0F900ED00228022C
367958,123,2,ABCD
368006,501,8,0F940ED2020F0208
368118,600,1,01
368133,501,8,0F930ED002340232
368150,123,2,ABCD
368245,501,8,0F940ED002290227
368358,123,2,ABCD
368375,501,8,0F980ED00229022A
368485,501,8,0F980ED002270232
368549,123,2,ABCD
368613,501,8,0F910ED00232022E
368726,501,8,0F940ED002240218
368757,123,2,ABCD
368853,501,8,0F980ED0022C022D
368948,123,2,ABCD
368966,501,8,0F950ED0022E022A
369092,501,8,0F930ED002290231
369125,600,1,01
369156,123,2,ABCD
369204,501,8,0F930ED00230022C
369333,501,8,0F990ED0022D022A
369348,123,2,ABCD
369444,501,8,0F9B0ED002300226
369556,123,2,ABCD
369572,501,8,0F980ED0022F022A
369620,600,1,01
369684,501,8,0F950ED0022C0230
369747,123,2,ABCD
369811,501,8,0F940ED002270226
369923,501,8,0F980ED0022C0232
369955,123,2,ABCD
370051,501,8,0F980ED0022D0228
370115,600,1,01
370146,123,2,ABCD
370163,501,8,0F950ED0022F022C
370290,501,8,0F9B0ED00228022C
370354,123,2,ABCD
370402,501,8,0F950ED0022B022B
370531,501,8,0F990ED00230022E
370547,123,2,ABCD
370627,600,1,01
370643,501,8,0F940ED00230022A
370754,123,2,ABCD
370770,501,8,0F990ED002220226
370882,501,8,0F990ED0022A0226
370946,123,2,ABCD
371010,501,8,0F980ED0022E022E
371122,600,1,01
371153,123,2,ABCD
371250,501,8,0F950ED0022D0230
371346,123,2,ABCD
371361,501,8,0FA20ED002280228
371490,501,8,0F910ED002310228
371554,123,2,ABCD
371602,501,8,0F990ED0022C0232
371617,600,1,01
371729,501,8,0F950ED002290229
371745,123,2,ABCD
371841,501,8,0F960ED00230022C
371937,123,2,ABCD
371970,501,8,0F940ED00228022D
372080,501,8,0F980ED002280227
372113,600,1,01
372145,123,2,ABCD
372209,501,8,0FA40ED0022E022A
372320,501,8,0F910ED0022C0228
372336,123,2,ABCD
372448,501,8,0F930ED0022D0228
372544,123,2,ABCD
372560,501,8,0FA20ED0022A022C
372625,600,1,01
372688,501,8,0F950ED00230022E
372736,123,2,ABCD
372800,501,8,0F950ED0022E022E
372927,501,8,0F980ED2022B022B
372943,123,2,ABCD
373039,501,8,0F980ED0022E0228
373118,600,1,01
373135,123,2,ABCD
373168,501,8,0F940ED0022C022B
373279,501,8,0F980ED40233022C
373343,123,2,ABCD
373407,501,8,0F940ED0022F022E
373519,501,8,0F940ED0022C022C
373534,123,2,ABCD
373615,600,1,01
373646,501,8,0F980ED0022E022D
373742,123,2,ABCD
373759,501,8,0F940ED0022D0228
373887,501,8,0F980ED002320226
373937,123,2,ABCD
373998,501,8,0F980ED00234022B
374126,600,1,01
374141,123,2,ABCD
374239,501,8,0FA10ED002300224
374334,123,2,ABCD
374366,501,8,0F9B0ED00231022C
374478,501,8,0F980ED002300228
374543,123,2,ABCD
374605,501,8,0F9A0ED0022C022B
374622,600,1,01
374718,501,8,0F9A0ED00229022B
374734,123,2,ABCD
374846,501,8,0F950ED0022F0224
374942,123,2,ABCD
374957,501,8,0F9B0ED0022F0225
375086,501,8,0F9E0ED001FC01E4
375117,600,1,01
375133,123,2,ABCD
375197,501,8,0F980ED0022C022E
375325,501,8,0F940ED002310232
375341,123,2,ABCD
375437,501,8,0F980ED002310226
375532,123,2,ABCD
375567,501,8,0F9A0ED0022E022A
375613,600,1,01
375676,501,8,0F9A0ED00231022A
375740,123,2,ABCD
375805,501,8,0F980ED0022F0226
375917,501,8,0F940ED00229022D
375932,123,2,ABCD
376044,501,8,0F980ED002310229
376125,600,1,01
376140,123,2,ABCD
376156,501,8,0F940ED0022D022C
376284,501,8,0F920ED00229022A
376332,123,2,ABCD
376395,501,8,0F9C0ED0022F0228
376524,501,8,0FA00ED0022E0228
376539,123,2,ABCD
376620,600,1,01
376636,501,8,0F9A0ED002360229
376732,123,2,ABCD
376763,501,8,0F940ED002290228
376875,501,8,0FA10ED0022F0228
376940,123,2,ABCD
377003,501,8,0F980ED0022A0228
377115,501,8,0F940ED00234022E
377131,123,2,ABCD
377243,501,8,0F950ED0022C022F
377339,123,2,ABCD
377355,501,8,0F9B0ED0022D0228
377483,501,8,0F940ED002310224
377530,123,2,ABCD
377595,501,8,0F930ED4022D0228
377611,600,1,01
377707,501,8,0F940ED0021D0220
377738,123,2,ABCD
377834,501,8,0FA00ED0022E0228
377930,123,2,ABCD
377963,ED0,0,22
378075,501,8,0F930ED0022E0227
378123,600,1,01
378138,123,2,ABCD
378202,501,8,0F930ED0022B022B
378314,501,8,0F950ED0022C022C
378329,123,2,ABCD
378441,501,8,0F990ED0022D022D
378537,123,2,ABCD
378554,501,8,0F910ED00230022E
378618,600,1,01
378666,501,8,0F980ED0022B022E
378729,123,2,ABCD
378793,501,8,0F960ED0022C0230
378905,501,8,0F980ED002290232
378937,123,2,ABCD
379032,501,8,0F980ED0022C022E
379113,600,1,01
379129,123,2,ABCD
379145,501,8,0F950ED002300228
379273,501,8,0F940ED4022F022B
379337,123,2,ABCD
379385,501,8,0F940ED00231022A
379512,501,8,0F970ED0022C022C
379529,123,2,ABCD
379608,600,1,01
379624,501,8,0F940ED0022D022C
379737,123,2,ABCD
379753,501,8,0F9B0ED0022D0233
379864,501,8,0F9B0ED0022C0226
379928,123,2,ABCD
379992,501,8,0F980ED0022F022A
380104,501,8,0F950ED0022F0227
380120,600,1,01
380136,123,2,ABCD
380232,501,8,0F980ED0022B0228
380327,123,2,ABCD
380344,501,8,0F990ED002310226
380471,501,8,0F960ED002260227
380535,123,2,ABCD
380583,501,8,0F980ECC02300230
380616,600,1,01
380712,501,8,0F930ED00230022A
380728,123,2,ABCD
380824,501,8,0F930ED0022B022D
380935,123,2,ABCD
380951,501,8,0F930ED0022F022C
381063,501,8,0F9F0ED4022D022C
381111,600,1,01
381127,123,2,ABCD
381190,501,8,0F960ED0022C022C
381303,501,8,0F940ED00234022F
381335,123,2,ABCD
381431,501,8,0F9A0ED4022C022A
381527,123,2,ABCD
381542,501,8,0F9A0ED0022C022E
381606,600,1,01
381671,501,8,0F950ED0022B0232
381718,123,2,ABCD
381783,501,8,0F940ED0022B022A
381910,501,8,0F940ED0022F0228
381926,123,2,ABCD
382024,501,8,0F980ED0022C022A
382118,600,1,01
382149,501,8,0F980ED0020D0203
382262,501,8,0F940ED0022E022A
382325,123,2,ABCD
382390,501,8,0F980ED0022A022D
382502,501,8,0F990ED002310228
382517,123,2,ABCD
382614,600,1,01
382629,501,8,0F950ED402250223
382725,123,2,ABCD
382741,501,8,0F9B0ED00231022B
382869,501,8,0F980ED0022B0229
382916,123,2,ABCD
382981,501,8,0F940ED00229022A
383108,501,8,0F990ED00231022F
383125,123,2,ABCD
383220,501,8,0F980ED00233022E
383316,123,2,ABCD
383349,501,8,0F980ED00231022B
383459,501,8,0F920ED0022D022A
383524,123,2,ABCD
383588,501,8,0F980ED4022D0228
383619,600,1,01
383700,501,8,0F940ED0022D022C
383715,123,2,ABCD
383827,501,8,0F980ED4022E0228
383923,123,2,ABCD
383939,501,8,0F940ECE022D022C
384067,501,8,0F960ED00231022B
384115,600,1,01
384179,501,8,0F980ED00230022E
384307,501,8,0F980ED0022C0225
384322,123,2,ABCD
384418,501,8,0F990ED00232022C
384515,123,2,ABCD
384547,501,8,0F9A0ED0022B0228
384611,600,1,01
384659,501,8,0F990ED00234022E
384722,123,2,ABCD
384786,501,8,0F930ED0022E0230
384898,501,8,0FA00ED00233022A
384913,123,2,ABCD
385025,501,8,0F970ED0022E022A
385106,600,1,01
385121,123,2,ABCD
385138,501,8,0F910ED4022A022B
385265,501,8,0F920ED00230022D
385314,123,2,ABCD
385377,501,8,0FA00ED0022C022E
385505,501,8,0F980ED0022D0228
385522,123,2,ABCD
385618,600,1,01
385713,123,2,ABCD
385748,501,8,0F950ED4022D022E
385857,501,8,0F940ED002300228
385921,123,2,ABCD
385984,501,8,0F9C0ED002310231
386096,501,8,0F9B0ED0022B022A
386113,600,1,01
386225,501,8,0F940ED4022A0228
386320,123,2,ABCD
386336,501,8,0F980ED00227022A
386464,501,8,0F940ED0022F0230
386512,123,2,ABCD
386576,501,8,0F990ED0022F022A
386608,600,1,01
386688,501,8,0F910ED002300228
386720,123,2,ABCD
386816,501,8,0F940ED0021F021A
386912,123,2,ABCD
386928,501,8,0F9F0ED002240228
387055,501,8,0F9A0ED002260226
387119,600,1,01
387184,501,8,0F980ED0022B022B
387296,501,8,0F980ED0022F0230
387311,123,2,ABCD
387423,501,8,0F980ED0022D022C
387519,123,2,ABCD
387535,501,8,0F950ED002310229
387614,600,1,01
387647,501,8,0F930ED0022C0232
387711,123,2,ABCD
387774,501,8,0F940ED00228022C
387887,501,8,0FA00ED0022A0226
387918,123,2,ABCD
388015,501,8,0F960ED0022D022C
388111,600,1,01
388126,501,8,0F980ED002310229
388255,501,8,0F950ED002290228
388319,123,2,ABCD
388366,501,8,0F990ED0022C0228
388494,501,8,0F950ED0020801E2
388510,123,2,ABCD
388606,600,1,01
388718,123,2,ABCD
388734,501,8,0F940ED0022B022C
388845,501,8,0F920ED0022D0230
388910,123,2,ABCD
388974,501,8,0F940ED00224021C
389086,501,8,0F9F0ED0022A0230
389117,600,1,01
389213,501,8,0F980ED00225021A
389310,123,2,ABCD
389325,501,8,0FA00ED0022C022C
389452,501,8,0F960ED00229022A
389517,123,2,ABCD
389565,501,8,0F940ED00220022D
389613,600,1,01
389693,501,8,0F9C0ED0022B022A
389708,123,2,ABCD
389807,501,8,0F950ED0022C0224
389916,123,2,ABCD
389932,501,8,0F950ED00228022F
390045,501,8,0F930ED002340228
390108,600,1,01
390172,501,8,0F9B0ED002260226
390284,501,8,0F950ED4022E0230
390315,123,2,ABCD
390412,501,8,0F940ED00229022A
390507,123,2,ABCD
390523,501,8,0FA00ED0022F022C
390603,600,1,01
390652,501,8,0F9B0ED0022C022A
390715,123,2,ABCD
390763,501,8,0F960ED00229022A
390891,501,8,0F9A0ED002310229
390906,123,2,ABCD
391003,501,8,0F980ED00229022B
391114,123,2,ABCD
391131,501,8,0F980ED0022C0228
391243,501,8,0F9A0ED0022F022F
391306,123,2,ABCD
391370,501,8,0F980ED002320230
391482,501,8,0F9D0ED0022E022B
391515,123,2,ABCD
391611,501,8,0F980ED00233022A
391706,123,2,ABCD
391723,501,8,0F930ED0022F022B
391850,501,8,0F9A0ED0022E022A
391914,123,2,ABCD
391962,501,8,0F920ED00234022D
392089,501,8,0FA00ED0022E0232
392106,123,2,ABCD
392202,501,8,0F940ED0022E0228
392314,123,2,ABCD
392330,501,8,0F990ED002290228
392442,501,8,0F980ED00239022A
392505,123,2,ABCD
392569,501,8,0F950ED0022A022A
392601,600,1,01
392682,501,8,0F940ED0022C022B
392698,123,2,ABCD
392809,501,8,0F990ED00229022B
392905,123,2,ABCD
392921,501,8,0F940ED4022A0230
393049,501,8,0F950ED40231022E
393097,123,2,ABCD
393112,600,1,01
393160,501,8,0F950ED0022E022B
393289,501,8,0F980ED00229022A
393304,123,2,ABCD
393400,501,8,0F960ED002300232
393497,123,2,ABCD
393528,501,8,0F920ED002290228
393607,600,1,01
393640,501,8,0F9F0ED00230022B
393703,123,2,ABCD
393768,501,8,0F940ED0022D0230
393880,501,8,0F980ED0022E022E
393896,123,2,ABCD
394007,501,8,0F950ED0022E0228
394104,123,2,ABCD
394119,501,8,0F940ED0022E0228
394248,501,8,0F9F0ED00234022B
394295,123,2,ABCD
394358,501,8,0F940ED402270230
394487,501,8,0F9F0ED0022D022A
394505,123,2,ABCD
394599,501,8,0F950ED0022F022C
394614,600,1,01
394695,123,2,ABCD
394726,501,8,0F930ED00231022E
394838,501,8,0F960ED0020701E8
394903,123,2,ABCD
394966,501,8,0F9B0ED0022C0222
395079,501,8,0F920ED002310228
395094,123,2,ABCD
395110,600,1,01
395206,501,8,0F980ED0022C022B
395302,123,2,ABCD
395317,501,8,0F980ED002330229
395446,501,8,0F940ED0022C022F
395493,123,2,ABCD
395558,501,8,0F960ED002270230
395606,600,1,01
395685,501,8,0F990ED00230022E
395701,123,2,ABCD
395797,501,8,0F980ED00234022C
395893,123,2,ABCD
395924,501,8,0F980ED002230218
396036,501,8,0F930ED0022C022E
396102,123,2,ABCD
396165,501,8,0F980ED002340226
396276,501,8,0F990ED0020C01FB
396292,123,2,ABCD
396404,501,8,0F980ED0022A0228
396500,123,2,ABCD
396517,501,8,0F970ED0022F0226
396612,600,1,01
396645,501,8,0F950ED0022A0228
396692,123,2,ABCD
396756,501,8,0F990ED0022A0232
396883,501,8,0F980ED0022B0228
396899,123,2,ABCD
396995,501,8,0F940ED0022B022E
397091,123,2,ABCD
397107,600,1,01
397125,501,8,0F960ED0022A0225
397235,501,8,0F920ED40228022E
397299,123,2,ABCD
397363,501,8,0F980ED402280228
397475,501,8,0F950ED0022B0226
397490,123,2,ABCD
397603,501,8,0F930ED00231022B
397698,123,2,ABCD
397716,501,8,0F9A0ED0022F0230
397842,501,8,0F960ED002250232
397891,123,2,ABCD
397954,501,8,0F9C0ED002290231
398083,501,8,0F910ED0022E0225
398098,123,2,ABCD
398114,600,1,01
398193,501,8,0F980ED00236022C
398292,123,2,ABCD
398322,501,8,0F980ED0022F0229
398434,501,8,0F930ED0022C0228
398498,123,2,ABCD
398561,501,8,0F980ED0022D022C
398609,600,1,01
398673,501,8,0F990ED002340230
398690,123,2,ABCD
398803,501,8,0F930ED402300230
398898,123,2,ABCD
398914,501,8,0F950ED0022B0229
399041,501,8,0F990ED0022F0226
399089,123,2,ABCD
399105,600,1,01
399153,501,8,0F950ED0022A0231
399281,501,8,0F930ECD0231022D
399297,123,2,ABCD
399393,501,8,0F9A0ED0022A0226
399489,123,2,ABCD
399521,501,8,0F980ED0022D022A
399601,600,1,01
399632,501,8,0F990ED00230022A
399696,123,2,ABCD
399761,501,8,0F940ED402260226
399873,501,8,0F9D0ED0022E022B
399888,123,2,ABCD
400000,501,8,0F990ED0022C022C
400097,123,2,ABCD
400112,600,1,01
400240,501,8,0F980ED40228022A
400287,123,2,ABCD
400351,501,8,0F950ED402260226
400480,501,8,0F9C0ED00231022A
400495,123,2,ABCD
400591,501,8,0F950ED0022D022C
400608,600,1,01
400688,123,2,ABCD
400719,501,8,0F940ED002310230
400832,501,8,0F960ED00231022E
400896,123,2,ABCD
400944,501,8,0F940ED0022C0230
401071,501,8,0FA00ED00230022E
401087,123,2,ABCD
401104,600,1,01
401183,501,8,0F950ED002220220
401295,123,2,ABCD
401310,501,8,0F960ECC02280224
401422,501,8,0FA10ED0022B022E
401487,123,2,ABCD
401550,501,8,0FA00ED0022C022E
401599,600,1,01
401663,501,8,0F980ED0022F022A
401695,123,2,ABCD
401790,501,8,0F930ED0022B022A
401886,123,2,ABCD
401902,501,8,0F9A0ED0020401FA
402030,501,8,0F950ED0022E022E
402094,123,2,ABCD
402109,600,1,01
402143,501,8,0F920ED0022F022E
402269,501,8,0F950ED0022A022C
402285,123,2,ABCD
402381,501,8,0FA00ED0022D022C
402493,123,2,ABCD
402508,501,8,0F980ED002300228
402605,600,1,01
402621,501,8,0F950ED00232022E
402686,123,2,ABCD
402749,501,8,0F980ED0022F022E
402861,501,8,0FA00ED00227022B
402893,123,2,ABCD
402988,501,8,0F950ED002230226
403084,123,2,ABCD
403100,600,1,01
403228,501,8,0FA00ED00224021E
403293,123,2,ABCD
403340,501,8,0F8F0ECC022D022E
403468,501,8,0F940ED0022C022B
403483,123,2,ABCD
403579,501,8,0F990ED0022A022C
403612,600,1,01
403691,123,2,ABCD
403708,501,8,0F9D0ED00228022C
403821,501,8,0F950ED002180218
403883,123,2,ABCD
403947,501,8,0F940ED0022C0228
404059,501,8,0FA00ED002310228
404091,123,2,ABCD
404107,600,1,01
404188,501,8,0F9C0ED0022A022F
404284,123,2,ABCD
404300,501,8,0F980ED0022A0222
404427,501,8,0F980ED0022F0228
404491,123,2,ABCD
404539,501,8,0F980ED0022C022A
404603,600,1,01
404667,501,8,0F950ED0022F022E
404683,123,2,ABCD
404779,501,8,0FA00ED0022C022A
404892,123,2,ABCD
404906,501,8,0F9A0ED0022C0228
405018,501,8,0F930ED0022D022B
405082,123,2,ABCD
405099,600,1,01
405147,501,8,0F950ED0022B0232
405259,501,8,0F930ED0022C022A
405290,123,2,ABCD
405387,501,8,0F980ED0022B022B
405482,123,2,ABCD
405498,501,8,0F950ECC0229022A
405610,600,1,01
405625,501,8,0F9B0ED0022B0232
405689,123,2,ABCD
405737,501,8,0F980ED0022E022B
405866,501,8,0F990ED00228022D
405881,123,2,ABCD
405978,501,8,0F9B0ED0022C022B
406074,123,2,ABCD
406105,501,8,0F980ED00234022C
406217,501,8,0F940ED7022F0228
406281,123,2,ABCD
406345,501,8,0F980ED0022C022E
406457,501,8,0F920ED402310230
406473,123,2,ABCD
406585,501,8,0F960ED002300230
406600,600,1,01
406681,123,2,ABCD
406696,501,8,0F980ED0022D022A
406825,501,8,0F990ED0022C022B
406872,123,2,ABCD
406937,501,8,0F980ED002300228
407064,501,8,0F9D0ED0022B022E
407080,123,2,ABCD
407097,600,1,01
407178,501,8,0F8F0ED0022A022E
407272,123,2,ABCD
407305,501,8,0FA00ED00230022E
407415,501,8,0F990ED0022B022E
407480,123,2,ABCD
407544,501,8,0F940ED002220220
407608,600,1,01
407656,501,8,0F990ED002290226
407672,123,2,ABCD
407784,501,8,0FA00ED0022D022D
407879,123,2,ABCD
407895,501,8,0F980ED0022D022D
408023,501,8,0F940ED0022B022E
408071,123,2,ABCD
408103,600,1,01
408135,501,8,0F990ED0022E0228
408265,501,8,0F910ED00219021B
408278,123,2,ABCD
408376,501,8,0F930ED0022E0228
408471,123,2,ABCD
408503,501,8,0F940ECE022E0230
408598,600,1,01
408615,501,8,0F950ED0022E022C
408679,123,2,ABCD
408743,501,8,0F910ED00230022E
408854,501,8,0F990ED0022B022C
408871,123,2,ABCD
408983,501,8,0F980ED002320230
409078,123,2,ABCD
409094,501,8,0F980ED002230221
409110,600,1,01
409222,501,8,0F940ED0022C022C
409271,123,2,ABCD
409334,501,8,0F930ED0022D0228
409462,501,8,0F990ED00228022A
409478,123,2,ABCD
409574,501,8,0FA00ED0022F022C
409605,600,1,01
409669,123,2,ABCD
409701,501,8,0F920ED0022C022A
409814,501,8,0F980ED00230022B
409877,123,2,ABCD
409942,501,8,0FA00ED0022B022B
410054,501,8,0F9B0ED002290229
410069,123,2,ABCD
410101,600,1,01
410181,501,8,0F980ED0022B0226
410277,123,2,ABCD
410294,501,8,0F950ED0022B022C
410420,501,8,0F980ED4022A022A
410468,123,2,ABCD
410532,501,8,0F9C0ED0022E0226
410597,600,1,01
410661,501,8,0F960ED0022F022E
410676,123,2,ABCD
410773,501,8,0F940ED0022A0234
410871,123,2,ABCD
410900,501,8,0F980ED0022F022A
411012,501,8,0F920ED0022C022D
411077,123,2,ABCD
411108,600,1,01
411125,501,8,0F930ED0022A022E
411252,501,8,0F910ED0022E022B
411268,123,2,ABCD
411365,501,8,0F940ED0022A022B
411476,123,2,ABCD
411492,501,8,0F980ED402230220
411603,600,1,01
411667,123,2,ABCD
411732,501,8,0F980ED0022E0230
411844,501,8,0F980ED0022C0228
411875,123,2,ABCD
411972,501,8,0F980ED0022E022F
412067,123,2,ABCD
412083,501,8,0F9E0ED0022E022D
412100,600,1,01
412212,501,8,0F930ED0022D022B
412275,123,2,ABCD
412323,501,8,0F930ED0022E0229
412451,501,8,0F9D0ED00232022B
412466,123,2,ABCD
412563,501,8,0F990ED00231022E
412595,600,1,01
412674,123,2,ABCD
412691,501,8,0F9B0ED00231022B
412803,501,8,0F980ED00229022E
412867,123,2,ABCD
412930,501,8,0FA00ED0022D022A
413042,501,8,0F960ED00230022C
413075,123,2,ABCD
413106,600,1,01
413170,501,8,0F940ED00228022A
413266,123,2,ABCD
413281,501,8,0F980ED00231022F
413410,501,8,0F980ED00232022C
413474,123,2,ABCD
413524,501,8,0F980ED0022C022A
413601,600,1,01
413649,501,8,0F9E0ED00230022D
413666,123,2,ABCD
413762,501,8,0F980ED00225022D
413873,123,2,ABCD
413889,501,8,0FA00ED00228022B
414001,501,8,0F930ED002280227
414065,123,2,ABCD
414096,600,1,01
414128,501,8,0F980ED002330223
414240,501,8,0F930ED0022F0228
414273,123,2,ABCD
414369,501,8,0F980ED0022E0228
414464,123,2,4-30-2018-9:17:19162,t60,0,10
591,600,1,01
1100,600,1,01
1334,123,2,ABCD
1590,600,1,01
2100,600,1,01
2598,600,1,01
3075,123,2,ABCD
3091,600,1,01
3123,501,8,0F980ED0021A0218
3587,600,1,01
4099,600,1,01
4544,123,2,ABCD
4561,501,8,0F980ED0022A0225
4593,600,1,01
4656,123,2,ABCD
4673,501,8,0F940ED00231022A
4802,501,8,0F990ECC022C0228
5089,600,1,01
5280,123,2,ABCD
5393,501,8,0F960ED002300228
5455,123,2,ABCD
5521,501,8,0F950ED4022E022D
5600,600,1,01
5631,501,8,0F960ED0022F022E
5663,123,2,ABCD
5759,501,8,0F9F0ED002190205
5854,123,2,ABCD
5893,501,8,0F950ED0022F022B
5999,501,8,0F950ED0022F0228
6062,123,2,ABCD
6095,600,1,01
6126,501,8,0F980ED0022C0226
6239,501,8,0F980ED002300228
6255,123,2,ABCD
6351,501,8,0F940ED00225022B
6462,123,2,ABCD
6478,501,8,0FA00ED402270227
6590,600,1,01
6654,123,2,ABCD
6717,501,8,0F9C0ED10228022B
6846,501,8,0F940ED0022D022B
6861,123,2,ABCD
6958,501,8,0F980ED00231022C
7054,123,2,ABCD
7085,501,8,0F940ED00236022C
7197,501,8,0F950ED002300231
7261,123,2,ABCD
7309,501,8,0F950ED0022C022E
7437,501,8,0F9B0ED0022C022C
7453,123,2,ABCD
7565,501,8,0F9C0ED00232022B
7597,600,1,01
7661,123,2,ABCD
7677,501,8,0F930ED002240229
7805,501,8,0F980ED0022E022A
7852,123,2,ABCD
7917,501,8,0F930ED002320226
8034,501,8,0F990ED0022B022C
8060,123,2,ABCD
8092,600,1,01
8156,501,8,0F910ED0022D0229
8252,123,2,ABCD
8268,501,8,0F980ED0022A0228
8397,501,8,0FA10ED0022C0228
8464,123,2,ABCD
8524,501,8,0F980ED002280228
8588,600,1,01
8636,501,8,0FA00ED0022F022C
8651,123,2,ABCD
8749,501,8,0F990ED002320228
8859,123,2,ABCD
8875,501,8,0F990ED0022D022E
8988,501,8,0F980ED0022A022C
9051,123,2,ABCD
9085,600,1,01
9115,501,8,0F940ED0022D0228
9243,501,8,0F950ED002290230
9258,123,2,ABCD
9354,501,8,0F980ED0022D022D
9451,123,2,ABCD
9483,501,8,0F9C0ED00232022A
9595,600,1,01
9659,123,2,ABCD
9707,501,8,0F980ED0022C022A
9834,501,8,0F980ED00229022A
9851,123,2,ABCD
9962,501,8,0F920ED00223021E
10059,123,2,ABCD
10073,501,8,0F910ED0022C022E
10090,600,1,01
10202,501,8,0F950ED0022E0229
10250,123,2,ABCD
10314,501,8,0F950ED002330229
10441,501,8,0FA30ED0022A0228
10458,123,2,ABCD
10554,501,8,0F980ED00225022A
10585,600,1,01
10649,123,2,ABCD
10682,29,,
10793,501,8,0F940ED0022A0224
10857,123,2,ABCD
10921,501,8,0F9A0ED0022C022E
11032,501,8,0F940ED002360230
11049,123,2,ABCD
11080,600,1,01
11161,501,8,0F940ED0022C022C
11256,123,2,ABCD
11273,501,8,0F940ED002350226
11400,501,8,0F940ED0021D021F
11450,123,2,ABCD
11512,501,8,0F960ED0022E022E
11592,600,1,01
11639,B02,3,0
11657,123,2,ABCD
11752,501,8,0FA00ED00230022F
11847,123,2,ABCD
11880,501,8,0FA00ED0022F022B
11991,501,8,0F940ED002320229
12055,123,2,ABCD
12087,600,1,01
12119,501,8,0F960ED0022E0229
12230,501,8,0F980ED0022C022E
12248,123,2,ABCD
12359,501,8,0F9F0ED002290226
12455,123,2,ABCD
12471,501,8,0F980ED00230022B
12583,600,1,01
12598,501,8,0F990ED0022F0230
12647,123,2,ABCD
12714,501,8,0F950ECC022F022E
12838,501,8,0FA00ED0022C022A
12854,123,2,ABCD
12950,501,8,0F930ECC0229022A
13045,123,2,ABCD
13078,501,8,0F970ED0022B022C
13093,600,1,01
13190,501,8,0F990ED0022D022B
13253,123,2,ABCD
13318,501,8,0F980ED2022D022A
13430,501,8,0F9A0ED0022C0230
13446,123,2,ABCD
13557,501,8,0F980ED0022D022C
13590,600,1,01
13653,123,2,ABCD
13669,501,8,0F960ED00229022E
13796,501,8,0F980ED40231022A
13845,123,2,ABCD
13908,501,8,0F980ED002290227
14037,501,8,0FA00ED0022D022C
14052,123,2,ABCD
14085,600,1,01
14148,501,8,0F990ED00230022E
14245,123,2,ABCD
14276,501,8,0F980ED0022C0228
14388,501,8,0FA00ED0022D022E
14452,123,2,ABCD
14516,501,8,0F970ED00234022E
14580,600,1,01
14628,501,8,0F910ED0022D022A
14644,123,2,ABCD
14755,501,8,0F920ED0022C022A
14852,123,2,ABCD
14869,501,8,0F990ED002200219
14996,501,8,0F960ED0022A0225
15043,123,2,ABCD
15091,600,1,01
15107,501,8,0F980ED00235022E
15235,501,8,0F980ED0022A022C
15251,123,2,ABCD
15347,501,8,0F990ED00231022B
15443,123,2,ABCD
15474,501,8,0F980ED00233022C
15586,600,1,01
15651,123,2,ABCD
15715,501,8,0F9F0ED0022D022A
15826,501,8,0F940ED0022D022D
15842,123,2,ABCD
15955,501,8,0F9A0ED0022C022B
16050,123,2,ABCD
16067,501,8,0FA10ED0021C0219
16088,600,1,01
16194,ED0,0,22
16242,123,2,ABCD
16306,501,8,0F990ED001F401DC
16434,501,8,0F940ED00228022A
16449,123,2,ABCD
16545,501,8,0F980ED0022C022D
16578,600,1,01
16642,123,2,ABCD
16674,501,8,0FA00ED002280230
16786,501,8,0F990ED00231022E
16849,123,2,ABCD
