4-30-2018-7:20:45109,501,8,0E8A0E9402B502D3
363358,490,3,900000
363423,6B1,8,00DC0010191900D7
363438,501,8,0EA40E9C02A502A1
363470,200,1,48
363502,123,2,ABCD
363534,6B1,8,00DC0010191900D7
363566,490,3,900000
363630,6B1,8,00DC0010191900D7
363662,490,3,900000
363678,501,8,0E9F0E9C02A302A8
363693,600,1,01
363710,123,2,ABCD
363741,6B1,8,00DC0010191900D7
363758,490,3,900000
363806,501,8,0EA40E9C029D0299
363837,6B1,8,00DC0010191900D7
363870,490,3,900000
363901,123,2,ABCD
363918,501,8,0EA80E9C029F029B
363949,6B1,8,00DC0010191900D7
363966,200,1,48
364045,501,8,0EA30E9C02A4029E
364061,490,3,900000
364109,123,2,ABCD
364171,6B1,8,00DC0010191900D7
364204,600,1,01
364252,6B1,8,00DC0010191900D7
364267,490,3,900000
364283,501,8,0EA80E9C02A3029A
364299,123,2,ABCD
364364,6B1,8,00DC0010191900D7
364395,501,8,0EA30E9C02A4029A
364471,200,1,48
364504,123,2,ABCD
364519,501,8,0EB00E9C02A1029E
364567,490,3,900000
364647,501,8,0EB00E9C02A0029F
364662,490,3,900000
364679,6B1,8,00DC0010191900D7
364695,600,1,01
364711,200,1,48
364759,490,3,900000
364774,6B1,8,00DC0010191900D7
364855,490,3,900000
364887,6B1,8,00DC0010191900D7
364903,123,2,ABCD
364966,200,1,48
364982,6B1,8,00DC0010191900D7
364999,501,8,0EB00E9C02A7029B
365063,490,3,900000
365094,6B1,8,00DC0010191900D7
365126,501,8,0EBA0E9702A002A1
365159,490,3,900000
365190,6B1,8,00DC0010191900D7
365207,200,1,48
365238,501,8,0EA80E9C02A102A0
365254,490,3,900000
365302,6B1,8,00DC0010191900D7
365367,490,3,900000
365398,6B1,8,00DC0010191900D7
365462,200,1,48
365477,501,8,0EA90E9C02A0029F
365494,123,2,ABCD
365510,6B1,8,00DC0010191900D7
365558,490,3,900000
365606,501,8,0EA80E9802A302A4
365654,490,3,900000
365702,600,1,01
365718,6B1,8,00DC0010191900D7
365766,490,3,900000
365814,6B1,8,00DC0010191900D7
365845,501,8,0EA40E9702A102A2
365862,490,3,900000
365893,123,2,ABCD
365926,6B1,8,00DC0010191900D7
365966,200,1,48
366031,6B1,8,00DC0010191900D7
366062,490,3,900000
366078,501,8,0EA80E9C02A4029A
366095,123,2,ABCD
366126,6B1,8,00DC0010191900D7
366158,490,3,900000
366191,600,1,01
366206,200,1,48
366238,6B1,8,00DC0010191900D7
366254,490,3,900000
366301,123,2,ABCD
366318,501,8,0EA80E9C02A502A0
366334,6B1,8,00DC0010191900D7
366349,490,3,900000
366430,501,8,0EA90E9C02AA02AC
366445,6B1,8,00DC0010191900D7
366461,200,1,48
366494,123,2,ABCD
366542,6B1,8,00DC0010191900D7
366557,490,3,900000
366653,6B1,8,00DC0010191900D7
366669,501,8,0EA80E9C02A4029E
366701,600,1,01
366749,6B1,8,00DC0010191900D7
366798,501,8,0EA90E9C029F029B
366861,6B1,8,00DC0010191900D7
366893,123,2,ABCD
366909,501,8,0EAA0E9C02A4029C
366968,200,1,48
367032,501,8,0EA40E9502A0029E
367047,490,3,900000
367064,400,0,10
367096,123,2,ABCD
367176,490,3,900000
367192,600,1,01
367207,200,1,48
367255,490,3,900000
367272,6B1,8,00DC0010191900D7
367288,123,2,ABCD
367351,490,3,900000
367367,6B1,8,00DC0010191900D7
367399,501,8,0EA90E9702A002A2
367448,200,1,48
367479,6B1,8,00DC0010191900D7
367496,123,2,ABCD
367511,501,8,0EA30E9C02A102A3
367559,490,3,900000
367591,180,0,DC
367639,501,8,0EA80E9A029F029C
367655,490,3,900000
367687,6B1,8,00DC0010191900D7
367702,200,1,48
367750,490,3,900000
367798,6B1,8,00DC0010191900D7
367846,490,3,900000
367879,501,8,0EA80E9502AD029A
367895,123,2,ABCD
367958,200,1,48
367991,501,8,0EB10E9C02A102A1
368006,6B1,8,00DC0010191900D7
368054,490,3,900000
368087,123,2,ABCD
368102,6B1,8,00DC0010191900D7
368118,501,8,0EB20EA402A502A2
368150,490,3,900000
368198,600,1,01
368216,6B1,8,00DC0010191900D7
368230,501,8,0EA40E9402A302A2
368247,490,3,900000
368295,123,2,ABCD
368310,6B1,8,00DC0010191900D7
368358,501,8,0EA80E9C029D029F
368422,6B1,8,00DC0010191900D7
368453,200,1,48
368470,501,8,0EA30E9C02A20298
368486,123,2,ABCD
368518,6B1,8,00DC0010191900D7
368549,490,3,900000
368597,501,8,0EAA0E9C029A0299
368630,6B1,8,00DC0010191900D7
368645,490,3,900000
368694,123,2,ABCD
368709,200,1,48
368725,6B1,8,00DC0010191900D7
368757,490,3,900000
368838,501,8,0EA90E9C02A402A2
368853,490,3,900000
368885,123,2,ABCD
368933,6B1,8,00DC0010191900D7
368960,501,8,0EC80E9C02A302A0
369040,6B1,8,00DC0010191900D7
369056,490,3,900000
369072,501,8,0E9F0E9C02A1029D
369088,123,2,ABCD
369136,6B1,8,00DC0010191900D7
369151,490,3,900000
369184,501,8,0E9F0E9402A102A1
369199,600,1,01
369247,6B1,8,00DC0010191900D7
369295,123,2,ABCD
369311,501,8,0EAA0E9C02A1029E
369359,490,3,900000
369423,501,8,0EB00E9C02A002A2
369464,200,1,48
369495,123,2,ABCD
369543,501,8,0E9F0E9C02A3029A
369560,6B1,8,00DC0010191900D7
369655,490,3,900000
369672,501,8,0EA50E9C02A2029D
369687,123,2,ABCD
369703,200,1,48
369751,490,3,900000
369768,6B1,8,00DC0010191900D7
369783,501,8,0EA20E9902A302A0
369847,490,3,900000
369880,6B1,8,00DC0010191900D7
369895,123,2,ABCD
369911,501,8,0EA60E9802A202AA
369943,200,1,48
369975,6B1,8,00DC0010191900D7
370023,501,8,0EA30E9C0297029C
370055,490,3,900000
370086,6B1,8,00DC0010191900D7
370150,501,8,0EA50E98029F0296
370183,6B1,8,00DC0010191900D7
370198,600,1,01
370246,490,3,900000
370263,501,8,0EA80E9C02A1029C
370294,32A,B,232AB
370343,490,3,900000
370391,501,8,0EA80E9802A102A4
370455,200,1,48
370487,123,2,ABCD
370502,6B1,8,00DC0010191900D7
370550,490,3,900000
370598,6B1,8,00DC0010191900D7
370630,501,8,0EB00EA402A102A0
370646,490,3,900000
370678,123,2,ABCD
370695,600,1,01
370710,6B1,8,00DC0010191900D7
370743,501,8,0EAC0E9802A102A4
370806,6B1,8,00DC0010191900D7
370853,490,3,900000
370870,501,8,0EB40EA002A5029F
370886,123,2,ABCD
370918,6B1,8,00DC0010191900D7
370951,200,1,48
370982,501,8,0EA90E9C029E0298
371014,6B1,8,00DC0010191900D7
371046,490,3,900000
371078,123,2,ABCD
371109,501,8,0E9F0E9C029E029A
371126,6B1,8,00DC0010191900D7
371142,490,3,900000
371191,600,1,01
371221,6B1,8,00DC0010191900D7
371253,490,3,900000
371286,123,2,ABCD
371334,6B1,8,00DC0010191900D7
371350,501,8,0EA50E9C02A40296
371429,6B1,8,00DC0010191900D7
371446,200,1,48
371462,501,8,0EA80E9C02A0029C
371477,123,2,ABCD
371541,6B1,8,00DC0010191900D7
371589,501,8,0EC10E9C02A7029C
371637,6B1,8,00DC0010191900D7
371653,490,3,900000
371685,123,2,ABCD
371701,200,1,48
371750,6B1,8,00DC0010191900D7
371829,501,8,0EA80E96029A02A2
371845,490,3,900000
371876,123,2,ABCD
371956,501,8,0EA30E9C02A10298
372052,490,3,900000
372068,501,8,0EB30E9C029F02A0
372083,123,2,ABCD
372148,490,3,900000
372164,6B1,8,00DC0010191900D7
372179,501,8,0EA50E9C02A302A4
372195,600,1,01
372243,490,3,900000
372259,6B1,8,00DC0010191900D7
372276,123,2,ABCD
372307,501,8,0EA20E9702A1029B
372340,490,3,900000
372373,6B1,8,00DC0010191900D7
372420,501,8,0E9F0EA0029E029B
372451,200,1,48
372467,6B1,8,00DC0010191900D7
372484,123,2,ABCD
372547,501,8,0EA90E9C02A4029C
372579,6B1,8,00DC0010191900D7
372643,490,3,900000
372660,501,8,0EA80E9702A2029C
372675,6B1,8,00DC0010191900D7
372690,600,1,01
372739,490,3,900000
372787,501,8,0EA80E97029E02A2
372850,490,3,900000
372883,123,2,ABCD
372898,501,8,0EAC0E9C02A002A1
372947,200,1,48
372994,6B1,8,00DC0010191900D7
373027,501,8,0EA90E9402A702A4
373042,490,3,900000
373075,123,2,ABCD
373091,6B1,8,00DC0010191900D7
373139,501,8,0EA40E9702A1029E
373187,600,1,01
373203,6B1,8,00DC0010191900D7
373250,490,3,900000
373266,501,8,0EA80E9C02A1029D
373282,123,2,ABCD
373298,6B1,8,00DC0010191900D7
373345,490,3,900000
373378,501,8,0EA30E9C02A1029E
373410,6B1,8,00DC0010191900D7
373443,200,1,48
373474,123,2,ABCD
373505,501,8,0EA60E9C029E02A3
373538,490,3,900000
373618,6B1,8,00DC0010191900D7
373650,490,3,900000
373682,123,2,ABCD
373698,600,1,01
373715,6B1,8,00DC0010191900D7
373746,501,8,0EA90E9C029C0298
373825,6B1,8,00DC0010191900D7
373842,490,3,900000
373858,501,8,0EA50E9C02950290
373873,123,2,ABCD
373921,6B1,8,00DC0010191900D7
373938,200,1,48
373987,501,8,0EC10E9502A102A0
374034,6B1,8,00DC0010191900D7
374050,490,3,900000
374081,123,2,ABCD
374098,501,8,0EB00E9C029A02A0
374129,6B1,8,00DC0010191900D7
374145,490,3,900000
374193,600,1,01
374226,501,8,0EA20E9C029E02A6
374241,6B1,8,00DC0010191900D7
374273,123,2,ABCD
374351,501,8,0E9F0E9602A2029F
374455,200,1,48
374471,123,2,ABCD
374535,490,3,900000
374551,6B1,8,00DC0010191900D7
374584,501,8,0EAA0EA0029C02A2
374647,490,3,900000
374663,6B1,8,00DC0010191900D7
374678,123,2,ABCD
374695,600,1,01
374743,490,3,900000
374759,6B1,8,00DC0010191900D7
374822,501,8,0EA40E9C02A6029C
374839,490,3,900000
374870,6B1,8,00DC0010191900D7
374949,501,8,0EAB0E9702A4029E
374966,6B1,8,00DC0010191900D7
375045,490,3,900000
375062,501,8,0EA50EA002A702A0
375078,6B1,8,00DC0010191900D7
375141,490,3,900000
375174,6B1,8,00DC0010191900D7
375189,200,1,48
375237,490,3,900000
375269,123,2,ABCD
375285,6B1,8,00DC0010191900D7
375301,501,8,0EA50E970299029A
375332,490,3,900000
375382,6B1,8,00DC0010191900D7
375414,501,8,0EBF0E9C029B029A
375445,200,1,48
375477,123,2,ABCD
375492,6B1,8,00DC0010191900D7
375540,501,8,0EA60E9602A202A3
375589,6B1,8,00DC0010191900D7
375637,490,3,900000
375652,501,8,0EA80E9C029B02AA
375670,123,2,ABCD
375685,200,1,48
375700,6B1,8,00DC0010191900D7
375733,490,3,900000
375781,501,8,0EA90E99029F029C
375796,6B1,8,00DC0010191900D7
375845,490,3,900000
375877,123,2,ABCD
375894,501,8,0EA80E9C02AA02A2
375908,6B1,8,00DC0010191900D7
375941,200,1,48
376004,6B1,8,00DC0010191900D7
376020,501,8,0EA80E9C029E02A2
376037,490,3,900000
376068,123,2,ABCD
376116,6B1,8,00DC0010191900D7
376133,501,8,0EA20E9902A202A0
376197,200,1,48
376212,6B1,8,00DC0010191900D7
376245,490,3,900000
376260,501,8,0EA90E9C029E029B
376276,123,2,ABCD
376324,6B1,8,00DC0010191900D7
376340,490,3,900000
376372,501,8,0EB00E94029C029B
376420,6B1,8,00DC0010191900D7
376436,200,1,48
376467,123,2,ABCD
376500,501,8,0E9F0E9702A002A2
376532,6B1,8,00DC0010191900D7
376611,501,8,0EA80E98029D02A2
376628,6B1,8,00DC0010191900D7
376644,490,3,900000
376675,123,2,ABCD
376692,200,1,48
376747,501,8,0EA50E9802A202A0
376842,490,3,900000
376858,501,8,0EB00E94029E029B
376878,123,2,ABCD
376952,200,1,48
376968,501,8,0EA30E98029C029E
377031,490,3,900000
377047,6B1,8,00DC0010191900D7
377080,123,2,ABCD
377095,501,8,0EAB0E9C02A402A0
377143,490,3,900000
377159,6B1,8,00DC0010191900D7
377191,200,1,48
377207,501,8,0EC10E9C02A0029C
377239,490,3,900000
377255,6B1,8,00DC0010191900D7
377272,123,2,ABCD
377334,501,8,0EA80E9C02A30292
377367,6B1,8,00DC0010191900D7
377430,200,1,48
377447,501,8,0EA50E97029F029E
377463,6B1,8,00DC0010191900D7
377478,123,2,ABCD
377542,490,3,900000
377575,6B1,8,00DC0010191900D7
377638,490,3,900000
377671,123,2,ABCD
377686,200,1,48
377734,490,3,900000
377782,6B1,8,00DC0010191900D7
377814,501,8,0EA80E9C029E029E
377831,490,3,900000
377879,123,2,ABCD
377926,501,8,0EA40E9C02A00298
377942,200,1,48
377989,6B1,8,00DC0010191900D7
378037,490,3,900000
378054,501,8,0EA50E9C029C02A6
378070,123,2,ABCD
378085,6B1,8,00DC0010191900D7
378134,490,3,900000
378166,501,8,0E9F0E9C02A8029E
378182,200,1,48
378197,6B1,8,00DC0010191900D7
378230,490,3,900000
378262,123,2,ABCD
378293,501,8,0EA10E9C02A002A2
378341,490,3,900000
378406,6B1,8,00DC0010191900D7
378437,200,1,48
378469,123,2,ABCD
378501,6B1,8,00DC0010191900D7
378534,501,8,0E9F0E9C02A402A0
378613,6B1,8,00DC0010191900D7
378629,490,3,900000
378645,501,8,0EAC0E9502A9029E
378662,123,2,ABCD
378677,200,1,48
378692,600,1,01
378709,6B1,8,00DC0010191900D7
378740,490,3,900000
378773,501,8,0EA80E9C02A6029E
378821,6B1,8,00DC0010191900D7
378837,490,3,900000
378870,123,2,ABCD
378885,501,8,0EA60E9C02A0029A
378917,6B1,8,00DC0010191900D7
378933,200,1,48
379013,501,8,0EA50E9C02A4029C
379029,6B1,8,00DC0010191900D7
379060,123,2,ABCD
379125,6B1,8,00DC0010191900D7
379142,490,3,900000
379189,200,1,48
379237,6B1,8,00DC0010191900D7
379253,501,8,0EAB0E97029F029F
379268,123,2,ABCD
379332,490,3,900000
379364,501,8,0EA30E9402A3029E
379428,200,1,48
379445,6B1,8,00DC0010191900D7
379460,123,2,ABCD
379492,501,8,0EAA0E9C029A0299
379540,900,0,00
379605,501,8,0E980E9C02A802A3
379636,490,3,900000
379652,6B1,8,00DC0010191900D7
379669,123,2,ABCD
379684,200,1,48
379732,501,8,0EAA0E9C029A02A1
379748,6B1,8,00DC0010191900D7
379828,490,3,900000
379844,501,8,0EA40E9C02A4029C
379860,6B1,8,00DC0010191900D7
379923,200,1,48
379941,490,3,900000
379956,6B1,8,00DC0010191900D7
379971,501,8,0E9F0E970299029B
380036,490,3,900000
380067,6B1,8,00DC0010191900D7
380083,501,8,0EAA0E9C02A402A6
380131,490,3,900000
380164,6B1,8,00DC0010191900D7
380180,200,1,48
380195,600,1,01
380212,501,8,0EA70E9C02A5029C
380227,490,3,900000
380260,123,2,ABCD
380275,6B1,8,00DC0010191900D7
380323,501,8,0EA80E9602A2029E
380339,100,0,0
380373,6B1,8,00DC0010191900D7
380435,200,1,48
380451,501,8,0EB00E9C02A2029B
380468,123,2,ABCD
380483,6B1,8,00DC0010191900D7
380531,490,3,900000
380563,501,8,0EA90E9702A1029E
380578,6B1,8,00DC0010191900D7
380628,490,3,900000
380659,123,2,ABCD
380675,200,1,48
380691,501,8,0EA80E9C029D029E
380723,490,3,900000
380788,6B1,8,00DC0010191900D7
380803,501,8,0EA80E9C02A202A1
380835,490,3,900000
380867,123,2,ABCD
380898,6B1,8,00DC0010191900D7
380939,501,8,0EB00E9C02A10298
381003,6B1,8,00DC0010191900D7
381035,490,3,900000
381051,501,8,0EA20E9C02A4029D
381066,123,2,ABCD
381099,6B1,8,00DC0010191900D7
381130,490,3,900000
381162,501,8,0EA40E9C02A202A4
381178,200,1,48
381195,600,1,01
381211,6B1,8,00DC0010191900D7
381226,490,3,900000
381259,123,2,ABCD
381290,501,8,0EA40E9C02A2029F
381307,6B1,8,00DC0010191900D7
381322,490,3,900000
381403,501,8,0EA30E9C02A30293
381418,6B1,8,00DC0010191900D7
381434,200,1,48
381465,123,2,ABCD
381515,6B1,8,00DC0010191900D7
381530,490,3,900000
381626,6B1,8,00DC0010191900D7
381642,501,8,0EA00E9C02A1029E
381658,123,2,ABCD
381673,200,1,48
381690,600,1,01
381721,6B1,8,00DC0010191900D7
381754,501,8,0EA40E94029C029B
381833,490,3,900000
381866,123,2,ABCD
381881,501,8,0EA80E9502A0029C
381943,200,1,48
382007,501,8,0EA30E9C029602A2
382024,490,3,900000
382040,6B1,8,00DC0010191900D7
382055,123,2,ABCD
382119,501,8,0EA90E9C02A402A2
382136,6B1,8,00DC0010191900D7
382184,200,1,48
382232,490,3,900000
382247,501,8,0EAA0E9C029F02A0
382263,123,2,ABCD
382327,490,3,900000
382359,6B1,8,00DC0010191900D7
382423,200,1,48
382455,6B1,8,00DC0010191900D7
382487,501,8,0EA20E9C02A9029D
382519,490,3,900000
382567,6B1,8,00DC0010191900D7
382598,501,8,0EA80E9C02A2029B
382631,490,3,900000
382662,123,2,ABCD
382679,200,1,48
382727,501,8,0EA50E9C02A102A3
382774,6B1,8,00DC0010191900D7
382822,490,3,900000
382839,501,8,0EA00E9C02A4029B
382854,123,2,ABCD
382870,6B1,8,00DC0010191900D7
382918,200,1,48
382951,501,8,0EA30E9702A402A4
382982,6B1,8,00DC0010191900D7
383031,490,3,900000
383062,123,2,ABCD
383078,501,8,0EB60E9C02A4029A
383126,490,3,900000
383174,200,1,48
383190,6B1,8,00DC0010191900D7
383222,490,3,900000
383253,123,2,ABCD
383286,6B1,8,00DC0010191900D7
383318,501,8,0EA80E9C02A00297
383397,6B1,8,00DC0010191900D7
383430,200,1,48
383445,501,8,0EA80E9402A4029A
383461,123,2,ABCD
383494,6B1,8,00DC0010191900D7
383525,490,3,900000
383557,501,8,0EA80E9C02A0029B
383605,6B1,8,00DC0010191900D7
383621,490,3,900000
383653,123,2,ABCD
383669,200,1,48
383685,501,8,0EA60EA0029B029E
383700,6B1,8,00DC0010191900D7
383717,490,3,900000
383798,501,8,0EB80E9C02A4029B
383813,6B1,8,00DC0010191900D7
383829,490,3,900000
383860,123,2,ABCD
383908,6B1,8,00DC0010191900D7
383932,501,8,0EA00E9C02A1029B
384013,6B1,8,00DC0010191900D7
384029,490,3,900000
384061,123,2,ABCD
384125,6B1,8,00DC0010191900D7
384157,501,8,0EB00E9702A602A8
384173,200,1,48
384188,600,1,01
384221,490,3,900000
384252,123,2,ABCD
384269,501,8,0E9F0E9C02A2029C
384317,490,3,900000
384333,6B1,8,00DC0010191900D7
384396,501,8,0EA30E9C029A029E
384439,200,1,48
384455,123,2,ABCD
384522,501,8,0E9F0E9C02A5029D
384536,6B1,8,00DC0010191900D7
384615,490,3,900000
384632,501,8,0EA30EA002A40299
384647,123,2,ABCD
384679,200,1,48
384727,490,3,900000
384742,6B1,8,00DC0010191900D7
384760,501,8,0EA80E9C02A702A3
384823,490,3,900000
384855,919,0,0D
384871,501,8,0E9F0E9C029F02A2
384919,200,1,48
384950,6B1,8,00DC0010191900D7
384998,501,8,0EA80EA002A4029E
385016,490,3,900000
385046,123,2,ABCD
385062,6B1,8,00DC0010191900D7
385110,501,8,0EA80E9C02A8029C
385127,490,3,900000
385158,6B1,8,00DC0010191900D7
385175,200,1,48
385191,600,1,01
385223,490,3,900000
385239,501,8,0EA80E9C02A202A3
385254,123,2,ABCD
385270,6B1,8,00DC0010191900D7
385318,490,3,900000
385350,501,8,0EA00E94029B02AA
385366,6B1,8,00DC0010191900D7
385414,200,1,48
385446,123,2,ABCD
385478,6B1,8,00DC0010191900D7
385526,490,3,900000
385574,6B1,8,00DC0010191900D7
385589,501,8,0EA30E9C02A30296
385622,490,3,900000
385653,123,2,ABCD
385670,200,1,48
385687,6B1,8,00DC0010191900D7
385718,501,8,0EB00E9702A402A4
385782,6B1,8,00DC0010191900D7
385813,490,3,900000
385830,501,8,0EA00E9C02A202A2
385845,123,2,ABCD
385893,6B1,8,00DC0010191900D7
385925,200,1,48
385958,501,8,0EA30E94029C02A4
385990,6B1,8,00DC0010191900D7
386021,490,3,900000
386053,123,2,ABCD
386069,501,8,0EA80E90029D02A2
386101,6B1,8,00DC0010191900D7
386117,490,3,900000
386165,200,1,48
386182,600,1,01
386198,501,8,0EA80E9402A9029E
386213,490,3,900000
386245,123,2,ABCD
386309,6B1,8,00DC0010191900D7
386325,490,3,900000
386404,6B1,8,00DC0010191900D7
386421,200,1,48
386438,501,8,0EA80E9C02A40298
386452,123,2,ABCD
386516,6B1,8,00DC0010191900D7
386549,501,8,0EA40E9C029A029A
386612,6B1,8,00DC0010191900D7
386645,123,2,ABCD
386660,200,1,48
386676,501,8,0EA40E97029F029D
386693,600,1,01
386724,490,3,900000
386789,501,8,0EA50E9C02A5029A
386820,490,3,900000
386853,123,2,ABCD
386926,501,8,0EA50E9C02A902A4
387022,490,3,900000
387039,6B1,8,00DC0010191900D7
387056,123,2,ABCD
387119,490,3,900000
387134,6B1,8,00DC0010191900D7
387150,501,8,0EB00E9C02A10296
387166,200,1,48
387182,600,1,01
387214,490,3,900000
387246,6B1,8,00DC0010191900D7
387263,501,8,0EA60E9C029A02A0
387310,490,3,900000
387342,6B1,8,00DC0010191900D7
387390,501,8,0EA90EA4029C0299
387421,200,1,48
387454,6B1,8,00DC0010191900D7
387502,501,8,0E9F0E9C029E029A
387518,490,3,900000
387551,6B1,8,00DC0010191900D7
387614,490,3,900000
387629,501,8,0EB40E9902A402A0
387645,123,2,ABCD
387662,6B1,8,00DC0010191900D7
387677,600,1,01
387709,490,3,900000
387741,501,8,0E9F0E9C02A1029E
387759,6B1,8,00DC0010191900D7
387822,490,3,900000
387853,123,2,ABCD
387870,6B1,8,00DC0010191900D7
387917,200,1,48
387965,6B1,8,00DC0010191900D7
387982,501,8,0EAA0E9402AD02A0
388013,490,3,900000
388046,123,2,ABCD
388077,6B1,8,00DC0010191900D7
388109,501,8,0EB00E9C029E029A
388173,001,4,8
388190,600,1,01
388221,490,3,900000
388252,123,2,ABCD
388286,6B1,8,00DC0010191900D7
388317,490,3,900000
388348,501,8,0EB00EAC029D029E
388381,6B1,8,00DC0010191900D7
388413,200,1,48
388445,123,2,ABCD
388460,501,8,0EA10E9C02A5029D
388493,6B1,8,00DC0010191900D7
388508,490,3,900000
388589,501,8,0EA40E9C02A4029B
388620,490,3,900000
388652,123,2,ABCD
388668,200,1,48
388685,600,1,01
388700,6B1,8,00DC0010191900D7
388716,490,3,900000
388797,6B1,8,00DC0010191900D7
388812,490,3,900000
388828,501,8,0EA50E9C02A10298
388845,123,2,ABCD
388922,6B1,8,00DC0010191900D7
388938,501,8,0EA60E9C029D02A0
389002,6B1,8,00DC0010191900D7
389017,490,3,900000
389050,123,2,ABCD
389065,501,8,0EAB0E9C02A102A0
389114,6B1,8,00DC0010191900D7
389162,200,1,48
389177,600,1,01
389210,490,3,900000
389242,123,2,ABCD
389306,501,8,0EA60E9C02A3029F
389321,6B1,8,00DC0010191900D7
389432,200,1,48
389448,123,2,ABCD
389512,490,3,900000
389529,6B1,8,00DC0010191900D7
389544,501,8,0EAA0E9C02A402AC
389608,490,3,900000
389625,6B1,8,00DC0010191900D7
389640,123,2,ABCD
389656,200,1,48
389689,600,1,01
389704,490,3,900000
389737,6B1,8,00DC0010191900D7
389785,501,8,0EA80E9C029C029E
389816,490,3,900000
389832,6B1,8,00DC0010191900D7
389847,123,2,ABCD
389897,501,8,0EA80E9C02A10298
389912,200,1,48
389945,6B1,8,00DC0010191900D7
390007,490,3,900000
390024,501,8,0EA20E9802A5029B
390040,123,2,ABCD
390103,490,3,900000
390136,501,8,0E9D0E9402A202A2
390151,6B1,8,00DC0010191900D7
390167,200,1,48
390184,600,1,01
390215,490,3,900000
390247,123,2,ABCD
390263,6B1,8,00DC0010191900D7
390311,490,3,900000
390359,6B1,8,00DC0010191900D7
390375,501,8,0EA30E9702A2029E
390407,200,1,48
390440,123,2,ABCD
390471,6B1,8,00DC0010191900D7
390503,501,8,0EA30E9802A0029F
390567,6B1,8,00DC0010191900D7
390615,490,3,900000
390646,123,2,ABCD
390663,200,1,48
390679,6B1,8,00DC0010191900D7
390711,490,3,900000
390743,501,8,0EA80E9C029E02A2
390775,6B1,8,00DC0010191900D7
390806,490,3,900000
390839,123,2,ABCD
390854,501,8,0EAB0EA0029D02B2
390887,6B1,8,00DC0010191900D7
390902,200,1,48
390983,501,8,0EA50E9702A4029C
391014,490,3,900000
391046,123,2,ABCD
391095,6B1,8,00DC0010191900D7
391110,490,3,900000
391158,200,1,48
391190,600,1,01
391206,490,3,900000
391222,501,8,0EA00E9C02A502A2
391238,123,2,ABCD
391301,6B1,8,00DC0010191900D7
391334,501,8,0EB00E9E02A0029B
391398,6B1,8,00DC0010191900D7
391413,200,1,48
391446,123,2,ABCD
391461,501,8,0EAA0E9C02A9029A
391509,6B1,8,00DC0010191900D7
391574,501,8,0EA80E9C02A0029A
391605,490,3,900000
391638,123,2,ABCD
391653,200,1,48
391686,600,1,01
391702,501,8,0EB10E9C029E029F
391717,6B1,8,00DC0010191900D7
391827,490,3,900000
391843,123,2,ABCD
391907,200,1,48
391923,6B1,8,00DC0010191900D7
391939,501,8,0EA90E9602A1029D
392003,490,3,900000
392020,6B1,8,00DC0010191900D7
392035,123,2,ABCD
392051,501,8,0EA80E9C029C0298
392099,490,3,900000
392130,6B1,8,00DC0010191900D7
392163,200,1,48
392178,501,8,0EA50E98029D02A2
392211,490,3,900000
392226,6B1,8,00DC0010191900D7
392242,123,2,ABCD
392290,501,8,0EA40E9C029E02A6
392307,490,3,900000
392338,6B1,8,00DC0010191900D7
392405,200,1,48
392419,501,8,0EAA0E9C02A202A6
392434,123,2,ABCD
392498,490,3,900000
392530,501,8,0EA40E9C029E029C
392546,6B1,8,00DC0010191900D7
392610,490,3,900000
392642,123,2,ABCD
392659,200,1,48
392675,600,1,01
392706,490,3,900000
392754,6B1,8,00DC0010191900D7
392770,501,8,0EA40E9C02A7029C
392802,490,3,900000
392833,123,2,ABCD
392850,6B1,8,00DC0010191900D7
392915,501,8,0EB00E9C029D02A0
392962,6B1,8,00DC0010191900D7
393010,490,3,900000
393041,123,2,ABCD
393058,6B1,8,00DC0010191900D7
393105,490,3,900000
393137,501,8,0EC20E9C029A029B
393153,200,1,48
393170,6B1,8,00DC0010191900D7
393185,600,1,01
393201,490,3,900000
393233,123,2,ABCD
393249,501,8,0EB00E9802A2029F
393265,6B1,8,00DC0010191900D7
393297,490,3,900000
393378,501,8,0EB40E9602A8029F
393410,200,1,48
393441,123,2,ABCD
393473,6B1,8,00DC0010191900D7
393489,501,8,0EA80E9C02A402A2
393505,490,3,900000
393586,6B1,8,00DC0010191900D7
393601,490,3,900000
393617,501,8,0EA80E96029A02A0
393634,123,2,ABCD
393648,200,1,48
393681,600,1,01
393696,490,3,900000
393729,501,8,0EA00E99029B029E
393792,6B1,8,00DC0010191900D7
393809,490,3,900000
393841,123,2,ABCD
393857,501,8,0EA30E9C02A5029A
393889,6B1,8,00DC0010191900D7
393904,200,1,48
393969,501,8,0EA60E9C02A202A0
394000,6B1,8,00DC0010191900D7
394033,123,2,ABCD
394111,501,8,0EB00E9C029C02A0
394144,200,1,48
394175,600,1,01
394222,490,3,900000
394237,123,2,ABCD
394301,490,3,900000
394318,6B1,8,00DC0010191900D7
394333,501,8,0EB00E9C029C029F
394397,200,1,48
394413,6B1,8,00DC0010191900D7
394428,123,2,ABCD
394445,501,8,0EA90E9702A4029F
394509,490,3,900000
394525,6B1,8,00DC0010191900D7
394573,501,8,0EB00E9C02A5029B
394605,490,3,900000
394621,6B1,8,00DC0010191900D7
394636,123,2,ABCD
394653,200,1,48
394684,600,1,01
394701,490,3,900000
394733,6B1,8,00DC0010191900D7
394796,490,3,900000
394813,501,8,0EA90E9C02A0029E
394829,123,2,ABCD
394892,200,1,48
