4-30-2018-7:20:45109,501,8,0E8A0E9402B502D3
394908,039,0,00
394925,501,8,0EA40E9C029D029C
394941,6B1,8,00DC0010191900D7
395004,490,3,900000
395037,123,2,ABCD
395052,501,8,0EA50E9702A5029B
395100,490,3,900000
395148,6B1,8,00DC0010191900D7
395164,501,8,0EA40E98029D029E
395181,600,1,01
395197,490,3,900000
395228,123,2,ABCD
395245,6B1,8,00DC0010191900D7
395293,501,8,0EA80E9C02A702A4
395356,6B1,8,00DC0010191900D7
395419,200,1,48
395434,123,2,ABCD
395450,6B1,8,00DC0010191900D7
395498,490,3,900000
395529,501,8,0EA50E9802A602AA
395562,6B1,8,00DC0010191900D7
395594,490,3,900000
395626,123,2,ABCD
395642,200,1,48
395658,9C0,2,A3029E
395674,600,1,01
395706,490,3,900000
395770,6B1,8,00DC0010191900D7
395802,490,3,900000
395834,123,2,ABCD
395866,6B1,8,00DC0010191900D7
395882,501,8,0E9F0E9702A5029E
395897,200,1,48
395978,6B1,8,00DC0010191900D7
395993,490,3,900000
396010,501,8,0EA80E9C029C029B
396026,123,2,ABCD
396074,6B1,8,00DC0010191900D7
396105,490,3,900000
396122,501,8,0EA80E9C02A0029F
396153,200,1,48
396186,600,1,01
396201,490,3,900000
396236,123,2,ABCD
396249,501,8,0EA30E9602A0029A
396282,6B1,8,00DC0010191900D7
396297,490,3,900000
396361,501,8,0EA30E9C02A102A0
396406,6B1,8,00DC0010191900D7
396421,123,2,ABCD
396486,501,8,0EA60EA002A002A0
396502,6B1,8,00DC0010191900D7
396598,490,3,900000
396614,501,8,0EAA0E99029E02A0
396629,123,2,ABCD
396646,200,1,48
396677,600,1,01
396694,490,3,900000
396710,6B1,8,00DC0010191900D7
396725,501,8,0EA30E9C02A4029C
396789,490,3,900000
396806,6B1,8,00DC0010191900D7
396821,123,2,ABCD
396854,501,8,0E880E9C029F02A6
396902,200,1,48
396917,6B1,8,00DC0010191900D7
396965,501,8,0EA00E9C02A302A2
396997,490,3,900000
397014,6B1,8,00DC0010191900D7
397029,123,2,ABCD
397093,501,8,0EA80E9C02A4029B
397125,6B1,8,00DC0010191900D7
397141,200,1,48
397189,600,1,01
397205,501,8,0EA40E9C02A402A3
397220,6B1,8,00DC0010191900D7
397301,490,3,900000
397332,501,8,0EA40E97029F029F
397397,200,1,48
397428,123,2,ABCD
397445,501,8,0EA80E9502A1029B
397492,490,3,900000
397540,6B1,8,00DC0010191900D7
397572,501,8,0EA80E9C02A5029E
397588,490,3,900000
397620,123,2,ABCD
397636,6B1,8,00DC0010191900D7
397652,200,1,48
397684,600,1,01
397700,490,3,900000
397748,6B1,8,00DC0010191900D7
397797,490,3,900000
397812,501,8,0EA20EA0029F029F
397827,123,2,ABCD
397844,6B1,8,00DC0010191900D7
397892,200,1,48
397923,501,8,0EA80E9C029B029E
397956,6B1,8,00DC0010191900D7
397988,490,3,900000
398021,123,2,ABCD
398052,501,8,0EA50E9C02A40299
398100,490,3,900000
398147,200,1,48
398164,6B1,8,00DC0010191900D7
398179,600,1,01
398195,490,3,900000
398227,123,2,ABCD
398261,6B1,8,00DC0010191900D7
398276,501,8,0EA80E9C02A0029C
398291,490,3,900000
398372,6B1,8,00DC0010191900D7
398387,200,1,48
398403,501,8,0EA90E97029C029C
398420,123,2,ABCD
398467,6B1,8,00DC0010191900D7
398500,490,3,900000
398515,501,8,0E9B0E9C029F029C
398580,6B1,8,00DC0010191900D7
398595,490,3,900000
398627,123,2,ABCD
398643,501,8,0EA10E9C02A50298
398675,6B1,8,00DC0010191900D7
398690,490,3,900000
398756,501,8,0EA00E9402A5029C
398786,6B1,8,00DC0010191900D7
398819,123,2,ABCD
398883,501,8,0EA40E9702A4029E
398898,200,1,48
399009,490,3,900000
399026,123,2,ABCD
399090,490,3,900000
399123,501,8,0EAB0E9C02A0029C
399138,200,1,48
399186,600,1,01
399201,6B1,8,00DC0010191900D7
399217,123,2,ABCD
399233,501,8,0EA40E9C029D029A
399297,490,3,900000
399361,501,8,0EA50E97029D029C
399395,200,1,48
399409,6B1,8,00DC0010191900D7
399425,123,2,ABCD
399473,501,8,0EBF0E7D029802A2
399489,490,3,900000
399504,6B1,8,00DC0010191900D7
399585,490,3,900000
399601,501,8,0E9C0E9C02A0029E
399618,6B1,8,00DC0010191900D7
399633,200,1,48
399681,600,1,01
399697,490,3,900000
399712,501,8,0EA80E9C02A0029C
399793,490,3,900000
399824,123,2,ABCD
399841,501,8,0EA40E990299029C
399889,200,1,48
399920,6B1,8,00DC0010191900D7
399953,501,8,0EA90E9B02A202A2
399984,490,3,900000
400016,123,2,ABCD
400032,6B1,8,00DC0010191900D7
400080,501,8,0EA40E9C02A5029F
400096,490,3,900000
400129,6B1,8,00DC0010191900D7
400144,200,1,48
400176,600,1,01
400192,490,3,900000
400224,123,2,ABCD
400240,6B1,8,00DC0010191900D7
400288,490,3,900000
400319,501,8,0EA90E9C02A002A0
400336,6B1,8,00DC0010191900D7
400384,200,1,48
400415,123,2,ABCD
400432,501,8,0EA30E9C02A402A0
400448,6B1,8,00DC0010191900D7
400496,490,3,900000
400544,6B1,8,00DC0010191900D7
400560,501,8,0EA80E97029A029E
400592,490,3,900000
400623,123,2,ABCD
400639,200,1,48
400656,6B1,8,00DC0010191900D7
400671,501,8,0EA00EA4029E0298
400687,490,3,900000
400768,900,D,1900D
400783,490,3,900000
400800,501,8,0EA40E9602A702A0
400816,123,2,ABCD
400864,6B1,8,00DC0010191900D7
400895,200,1,48
400912,501,8,0EA80E9C02A502A0
400976,6B1,8,00DC0010191900D7
400991,490,3,900000
401024,123,2,ABCD
401039,501,8,0EA60E9C02A5029A
401072,6B1,8,00DC0010191900D7
401087,490,3,900000
401135,200,1,48
401151,501,8,0EA50E9902A0029B
401196,6B1,8,00DC0010191900D7
401213,123,2,ABCD
401276,501,8,0EB00E9C02A6029F
401292,490,3,900000
401396,6B1,8,00DC0010191900D7
401412,123,2,ABCD
401491,490,3,900000
401508,501,8,0EA80E9C02A6029E
401588,490,3,900000
401620,123,2,ABCD
401636,501,8,0E9B0E7C02A202A0
401684,600,1,01
401699,6B1,8,00DC0010191900D7
401748,501,8,0EA80E9C029F02A0
401780,490,3,900000
401796,6B1,8,00DC0010191900D7
401811,123,2,ABCD
401876,501,8,0EA80E9702A40298
401892,200,1,48
401907,6B1,8,00DC0010191900D7
401988,490,3,900000
402004,6B1,8,00DC0010191900D7
402019,123,2,ABCD
402083,490,3,900000
402115,6B1,8,00DC0010191900D7
402131,200,1,48
402179,600,1,01
402211,123,2,ABCD
402227,501,8,0EA00E9C02A0029A
402291,490,3,900000
402323,6B1,8,00DC0010191900D7
402354,501,8,0EA50E9C02A002A2
402387,200,1,48
402418,123,2,ABCD
402466,501,8,0EA80E9C02A60298
402483,490,3,900000
402531,6B1,8,00DC0010191900D7
402579,490,3,900000
402595,501,8,0EAA0E9802A0029F
402610,123,2,ABCD
402626,6B1,8,00DC0010191900D7
402674,600,1,01
402691,490,3,900000
402707,501,8,0EA80E9C02A602A2
402739,6B1,8,00DC0010191900D7
402786,490,3,900000
402818,123,2,ABCD
402834,501,8,0EA80E9702A6029E
402882,200,1,48
402946,6B1,8,00DC0010191900D7
402978,490,3,900000
403011,123,2,ABCD
403042,6B1,8,00DC0010191900D7
403074,501,8,0EA50E9C02A3029B
403090,490,3,900000
403138,200,1,48
403154,6B1,8,00DC0010191900D7
403169,600,1,01
403186,490,3,900000
403202,123,2,ABCD
403250,6B1,8,00DC0010191900D7
403281,490,3,900000
403314,501,8,0EA00E9C02A102A8
403362,6B1,8,00DC0010191900D7
403377,200,1,48
403410,123,2,ABCD
403425,501,8,0EA50E9802A6029E
403458,6B1,8,00DC0010191900D7
403489,490,3,900000
403554,501,8,0EA50E9802A2029D
403569,6B1,8,00DC0010191900D7
403585,490,3,900000
403601,123,2,ABCD
403633,200,1,48
403665,501,8,0EAB0E9C02A2029B
403681,600,1,01
403777,6B1,8,00DC0010191900D7
403793,501,8,0EA50E9C02A1029A
403809,123,2,ABCD
403872,6B1,8,00DC0010191900D7
403889,200,1,48
403905,501,8,0EA90E9C02A3029D
403985,490,3,900000
404001,123,2,ABCD
404032,501,8,0EA90E9C029F02A0
404081,490,3,900000
404128,200,1,48
404145,501,8,0EA80E9C02A3029E
404176,600,1,01
404194,6B1,8,00DC0010191900D7
404209,123,2,ABCD
404272,501,8,0EAB0E9C02A3029E
404288,490,3,900000
404395,200,1,48
404412,123,2,ABCD
404475,490,3,900000
404507,6B1,8,00DC0010191900D7
404588,490,3,900000
404603,123,2,ABCD
404620,501,8,0EA30E9C02A4029E
404635,200,1,48
404682,600,1,01
404715,6B1,8,00DC0010191900D7
404747,501,8,0EA30E9C02A4029A
404778,490,3,900000
404812,123,2,ABCD
404859,501,8,0EAB0E9C02A502A4
404874,200,1,48
404922,6B1,8,00DC0010191900D7
404986,490,3,900000
405002,123,2,ABCD
405019,6B1,8,00DC0010191900D7
405082,490,3,900000
405100,501,8,0EAB0E9C02A402AB
405130,6B1,8,00DC0010191900D7
405178,600,1,01
405210,123,2,ABCD
405226,501,8,0EA50E9C02A0029F
405275,490,3,900000
405338,6B1,8,00DC0010191900D7
405385,200,1,48
405402,123,2,ABCD
405433,6B1,8,00DC0010191900D7
405466,501,8,0EB00E9C029E02A2
405483,490,3,900000
405546,6B1,8,00DC0010191900D7
405578,490,3,900000
405610,123,2,ABCD
405626,200,1,48
405641,6B1,8,00DC0010191900D7
405674,600,1,01
405705,501,8,0EAB0E9C02A402A3
405753,6B1,8,00DC0010191900D7
405770,490,3,900000
405786,210,3,900000
405801,123,2,ABCD
405818,501,8,0EB80E9C02A4029A
405849,6B1,8,00DC0010191900D7
405882,200,1,48
405945,501,8,0EA30E9802A4029B
405961,6B1,8,00DC0010191900D7
405978,490,3,900000
406009,123,2,ABCD
406057,501,8,0EA30E9C02A2029E
406073,490,3,900000
406121,200,1,48
406184,6B1,8,00DC0010191900D7
406201,123,2,ABCD
406265,6B1,8,00DC0010191900D7
406281,490,3,900000
406296,501,8,0EAA0E9C02A6029E
406386,6B1,8,00DC0010191900D7
406401,123,2,ABCD
406417,501,8,0E9F0E9C02A0029E
406482,490,3,900000
406545,501,8,0EB90E9C02A402A0
406577,490,3,900000
406609,123,2,ABCD
406625,200,1,48
406657,501,8,0EA00EA702A6029E
406673,600,1,01
406690,6B1,8,00DC0010191900D7
406769,490,3,900000
406785,501,8,0EA50E98029C029D
406800,123,2,ABCD
406881,200,1,48
406897,6B1,8,00DC0010191900D7
406977,490,3,900000
406993,6B1,8,00DC0010191900D7
407025,501,8,0E9F0E97029C029E
407073,490,3,900000
407105,6B1,8,00DC0010191900D7
407120,200,1,48
407137,501,8,0EA40E9C02A2029E
407169,490,3,900000
407201,123,2,ABCD
407265,501,8,0EA80E9C02A3029F
407280,490,3,900000
407313,6B1,8,00DC0010191900D7
407387,200,1,48
407404,123,2,ABCD
407419,6B1,8,00DC0010191900D7
407468,490,3,900000
407500,501,8,0EB10E9C029D02A4
407516,6B1,8,00DC0010191900D7
407579,490,3,900000
407595,123,2,ABCD
407612,501,8,0EA90E9C029D029A
407627,200,1,48
407675,490,3,900000
407724,6B1,8,00DC0010191900D7
407739,501,8,0EA50E9C02A1029D
407772,490,3,900000
407803,123,2,ABCD
407835,6B1,8,00DC0010191900D7
407851,501,8,0EA60E9802A3029B
407868,200,1,48
407931,6B1,8,00DC0010191900D7
407980,490,3,900000
407995,123,2,ABCD
408043,6B1,8,00DC0010191900D7
408075,490,3,900000
408091,501,8,0EB00E9402A102A2
408123,200,1,48
408138,6B1,8,00DC0010191900D7
408171,490,3,900000
408203,123,2,ABCD
408219,501,8,0EA80E9C02A502A2
408251,6B1,8,00DC0010191900D7
408267,490,3,900000
408331,501,8,0EA50E9702A50299
408346,6B1,8,00DC0010191900D7
408381,200,1,48
408394,123,2,ABCD
408458,6B1,8,00DC0010191900D7
408475,490,3,900000
408555,6B1,8,00DC0010191900D7
408571,490,3,900000
408603,123,2,ABCD
408618,200,1,48
408684,6B1,8,00DC0010191900D7
408699,501,8,0EA10E9C029D029D
408762,6B1,8,00DC0010191900D7
408778,490,3,900000
408795,123,2,ABCD
408810,501,8,0EA80E9C02A002A2
408881,200,1,48
408928,501,8,0EA80E9802A30298
408978,490,3,900000
408993,123,2,ABCD
409056,501,8,0EB00EA702AA029A
409072,490,3,900000
409120,200,1,48
409184,490,3,900000
409200,123,2,ABCD
409263,490,3,900000
409281,6B1,8,00DC0010191900D7
409296,501,8,0EAB0E9C02A002A0
409376,200,1,48
409392,6B1,8,00DC0010191900D7
409408,501,8,0EA80E9C02A2029E
409471,490,3,900000
409504,7,,
409537,501,8,0EA80E9C02A2029A
409567,490,3,900000
409600,123,2,ABCD
409615,200,1,48
409648,501,8,0EA90E9C029D0298
409663,490,3,900000
409679,600,1,01
409712,6B1,8,00DC0010191900D7
409776,490,3,900000
409791,123,2,ABCD
409808,6B1,8,00DC0010191900D7
409871,200,1,48
409887,501,8,0EA60E970299029A
409920,6B1,8,00DC0010191900D7
409968,490,3,900000
409999,123,2,ABCD
410017,501,8,0EA40E9C02A0029C
410064,490,3,900000
410111,200,1,48
410128,6B1,8,00DC0010191900D7
410176,490,3,900000
410191,123,2,ABCD
410224,6B1,8,00DC0010191900D7
410255,501,8,0EA30E9602A1029F
410273,490,3,900000
410334,6B1,8,00DC0010191900D7
410381,200,1,48
410397,123,2,ABCD
410429,6B1,8,00DC0010191900D7
410460,490,3,900000
410493,501,8,0EA80E9C02A6029C
410541,6B1,8,00DC0010191900D7
410574,490,3,900000
410589,123,2,ABCD
410604,501,8,0EB00E9C029F029F
410620,200,1,48
410637,6B1,8,00DC0010191900D7
410668,490,3,900000
410733,501,8,0EB00E9C02A1029F
410749,6B1,8,00DC0010191900D7
410765,490,3,900000
410797,123,2,ABCD
410845,6B1,8,00DC0010191900D7
410860,200,1,48
410956,6B1,8,00DC0010191900D7
410972,490,3,900000
410988,123,2,ABCD
411053,6B1,8,00DC0010191900D7
411069,490,3,900000
411084,501,8,0EA90E9C029C029C
411115,200,1,48
411163,6B1,8,00DC0010191900D7
411180,600,1,01
411196,123,2,ABCD
411212,501,8,0EA10E9702A4029E
411260,6B1,8,00DC0010191900D7
411325,501,8,0E9F0E96029A02A3
411375,200,1,48
411391,123,2,ABCD
411456,501,8,0EA60E9C029A029F
411471,490,3,900000
411583,490,3,900000
411616,200,1,48
411664,490,3,900000
411680,600,1,01
411695,501,8,0EA80E9C029F029C
411759,490,3,900000
411791,919,0,0D
411807,501,8,0E9F0E9A02A1029E
411871,200,1,48
411887,6B1,8,00DC0010191900D7
411936,501,8,0EA80E9C029E02A4
411967,490,3,900000
411984,123,2,ABCD
411999,6B1,8,00DC0010191900D7
412047,501,8,0EA20E9C02A2029B
412063,490,3,900000
412095,6B1,8,00DC0010191900D7
412111,200,1,48
412160,490,3,900000
412175,501,8,0EA80EAC0295029B
412191,123,2,ABCD
412207,6B1,8,00DC0010191900D7
412271,490,3,900000
412287,501,8,0EA40E9702A002A5
412302,6B1,8,00DC0010191900D7
412367,200,1,48
412384,123,2,ABCD
412415,501,8,0EA00E9C02A2029E
412462,490,3,900000
412510,6B1,8,00DC0010191900D7
412527,501,8,0EA30E9C029E029A
412558,490,3,900000
412591,123,2,ABCD
412606,200,1,48
412622,6B1,8,00DC0010191900D7
412639,501,8,0EA30E9702A202A2
412655,490,3,900000
412670,600,1,01
412718,6B1,8,00DC0010191900D7
412766,490,3,900000
412782,123,2,ABCD
412830,6B1,8,00DC0010191900D7
412862,200,1,48
412878,501,8,0E9F0E9C02A502A0
412926,6B1,8,00DC0010191900D7
412959,490,3,900000
412990,123,2,ABCD
413007,501,8,0EA40E97029C029F
413038,6B1,8,00DC0010191900D7
413055,490,3,900000
413117,200,1,48
413134,6B1,8,00DC0010191900D7
413167,490,3,900000
413182,123,2,ABCD
413246,6B1,8,00DC0010191900D7
413262,490,3,900000
413342,6B1,8,00DC0010191900D7
413373,200,1,48
413388,123,2,ABCD
413453,6B1,8,00DC0010191900D7
413469,490,3,900000
413485,501,8,0EA80E9C02A4029B
413548,6B1,8,00DC0010191900D7
413565,490,3,900000
413581,123,2,ABCD
413596,501,8,0EA50E9C02A402A0
413613,200,1,48
413661,6B1,8,00DC0010191900D7
413677,600,1,01
413725,501,8,0EA80E9C02A0029E
413756,6B1,8,00DC0010191900D7
413789,123,2,ABCD
413837,501,8,0EB00E9C02A6029F
413852,200,1,48
413868,210,3,900000
413976,490,3,900000
414055,490,3,900000
414071,6B1,8,00DC0010191900D7
414088,501,8,0EA90E9702A102A0
414103,200,1,48
414167,490,3,900000
414183,6B1,8,00DC0010191900D7
414199,501,8,0EA80E9C02A1029D
414263,490,3,900000
414279,6B1,8,00DC0010191900D7
414327,501,8,0EA80E9C02A002A0
414358,200,1,48
414375,123,2,ABCD
414391,6B1,8,00DC0010191900D7
414439,501,8,0EA80E9A02AA029C
414454,490,3,900000
414487,6B1,8,00DC0010191900D7
414552,490,3,900000
414566,501,8,0EA40E9702A5029A
414583,123,2,ABCD
414599,6B1,8,00DC0010191900D7
414614,200,1,48
414662,490,3,900000
414678,600,1,01
414695,6B1,8,00DC0010191900D7
414759,490,3,900000
414774,123,2,ABCD
414807,6B1,8,00DC0010191900D7
414855,200,1,48
414903,6B1,8,00DC0010191900D7
414918,501,8,0EA80E9C02A602A1
414951,490,3,900000
414982,123,2,ABCD
415015,6B1,8,00DC0010191900D7
415046,501,8,0EA50E9702A402A0
415063,490,3,900000
415111,200,1,48
415159,490,3,900000
415174,600,1,01
415222,6B1,8,00DC0010191900D7
415254,490,3,900000
415286,501,8,0EB20E9C02A902A2
415318,6B1,8,00DC0010191900D7
415350,200,1,48
415381,123,2,ABCD
415398,501,8,0EA50E9C029B02A8
415429,6B1,8,00DC0010191900D7
415462,490,3,900000
415526,501,8,0EAA0E9C02A00298
415558,490,3,900000
415574,123,2,ABCD
415606,200,1,48
415637,6B1,8,00DC0010191900D7
415654,490,3,900000
415670,600,1,01
415733,6B1,8,00DC0010191900D7
415749,490,3,900000
415766,501,8,0EA60E97029D0298
415781,123,2,ABCD
415845,6B1,8,00DC0010191900D7
415861,200,1,48
415878,501,8,0EA40E9702A70295
415941,6B1,8,00DC0010191900D7
415957,490,3,900000
415974,123,2,ABCD
416005,501,8,0E9F0E9702A5029E
416053,6B1,8,00DC0010191900D7
416101,200,1,48
416117,501,8,0EA60E9702A5029E
416149,6B1,8,00DC0010191900D7
416165,600,1,01
416181,123,2,ABCD
416245,501,8,0EA00E94029D02A0
416261,490,3,900000
416366,200,1,48
416382,123,2,ABCD
416446,490,3,900000
416461,6B1,8,00DC0010191900D7
416480,501,8,0EAB0E9402A102A1
416557,490,3,900000
416573,6B1,8,00DC0010191900D7
416590,501,8,0EAA0E9C029E029B
416605,200,1,48
416653,490,3,900000
416669,600,1,01
416717,501,8,0E830E9702A0029E
416750,490,3,900000
416781,6B1,8,00DC0010191900D7
416829,501,8,0EA40E9C02A3029B
416845,200,1,48
416877,6B1,8,00DC0010191900D7
416956,490,3,900000
416973,123,2,ABCD
416989,6B1,8,00DC0010191900D7
417052,490,3,900000
417069,501,8,0EBB0E9C029D029A
417085,6B1,8,00DC0010191900D7
417101,200,1,48
417149,490,3,900000
417164,600,1,01
417181,123,2,ABCD
417197,6B1,8,00DC0010191900D7
417245,490,3,900000
417294,6B1,8,00DC0010191900D7
417324,0,,
417357,200,1,48
417372,123,2,ABCD
417405,6B1,8,00DC0010191900D7
417436,501,8,0EA80E9D02A002A2
417454,490,3,900000
417501,6B1,8,00DC0010191900D7
417548,490,3,900000
417580,123,2,ABCD
417596,200,1,48
417612,6B1,8,00DC0010191900D7
417644,490,3,900000
417676,600,1,01
417710,6B1,8,00DC0010191900D7
417756,490,3,900000
417771,123,2,ABCD
417788,501,8,0EA50E9C02A502A2
417819,6B1,8,00DC0010191900D7
417852,200,1,48
417915,501,8,0EA30E9C029E02A0
417948,490,3,900000
417981,123,2,ABCD
418027,6B1,8,00DC0010191900D7
418044,490,3,900000
418108,200,1,48
418123,6B1,8,00DC0010191900D7
418156,490,3,900000
418171,600,1,01
418235,6B1,8,00DC0010191900D7
418253,490,3,900000
418268,501,8,0EA40E9C02A002A2
418331,6B1,8,00DC0010191900D7
418347,200,1,48
418379,123,2,ABCD
418395,501,8,0E9B0E96029D029E
418443,6B1,8,00DC0010191900D7
418507,501,8,0E9F0E9C029F029B
418540,6B1,8,00DC0010191900D7
418555,490,3,900000
418571,123,2,ABCD
418603,200,1,48
418635,501,8,0EA30EA402A2029C
418651,6B1,8,00DC0010191900D7
418667,600,1,01
418761,490,3,900000
418778,123,2,ABCD
418841,200,1,48
418856,6B1,8,00DC0010191900D7
418873,501,8,0EA40E9C029F029E
418952,490,3,900000
418968,123,2,ABCD
418985,501,8,0EA80E9C02AA029C
419049,490,3,900000
419066,6B1,8,00DC0010191900D7
419097,200,1,48
419112,501,8,0EA50E9C02A1029D
419145,490,3,900000
419176,t6,0,01
419224,501,8,0EA10E9C029C029E
419240,490,3,900000
419273,6B1,8,00DC0010191900D7
419360,200,1,48
419377,123,2,ABCD
419440,490,3,900000
419472,501,8,0EA50EA0029C029E
419552,490,3,900000
419568,123,2,ABCD
419583,6B1,8,00DC0010191900D7
419601,200,1,48
419648,490,3,900000
419664,600,1,01
419680,6B1,8,00DC0010191900D7
419712,501,8,0EB00E9C02A1029A
419743,490,3,900000
419776,123,2,ABCD
419791,6B1,8,00DC0010191900D7
419825,501,8,0EB00E9C02A10290
419839,200,1,48
419888,6B1,8,00DC0010191900D7
419951,490,3,900000
419967,123,2,ABCD
419999,6B1,8,00DC0010191900D7
420047,490,3,900000
420063,501,8,0EA30E9C029E02A0
420097,200,1,48
420144,490,3,900000
420175,600,1,01
420192,501,8,0EA90EA4029F029E
420207,6B1,8,00DC0010191900D7
420240,490,3,900000
420303,501,8,0EA60E9602A2029C
420319,6B1,8,00DC0010191900D7
420352,200,1,48
420367,123,2,ABCD
420415,6B1,8,00DC0010191900D7
420431,501,8,0EC50E9C02A0029D
420448,490,3,900000
420527,6B1,8,00DC0010191900D7
420543,490,3,900000
420575,123,2,ABCD
420591,200,1,48
420623,6B1,8,00DC0010191900D7
420639,490,3,900000
420670,600,1,01
420735,6B1,8,00DC0010191900D7
420751,490,3,900000
420766,123,2,ABCD
420783,501,8,0EA40E9802A202A3
420831,6B1,8,00DC0010191900D7
420847,200,1,48
420910,501,8,0EA30E97029F029E
420943,6B1,8,00DC0010191900D7
420974,123,2,ABCD
421022,501,8,0EA40E9C02A902A1
421038,6B1,8,00DC0010191900D7
421086,200,1,48
421156,490,3,900000
421172,600,1,01
421236,490,3,900000
421253,6B1,8,00DC0010191900D7
421268,501,8,0EA40E9C029D029A
421361,200,1,48
421392,501,8,0EB10E9C029C02A2
421440,490,3,900000
421457,6B1,8,00DC0010191900D7
421505,501,8,0EB80E9702A202A0
421536,490,3,900000
421552,6B1,8,00DC0010191900D7
421569,123,2,ABCD
421585,200,1,48
421633,501,8,0EA40E9C02A202A0
421649,490,3,900000
421665,6B1,8,00DC0010191900D7
421744,490,3,900000
421760,123,2,ABCD
421840,200,1,48
421873,501,8,0EA50E9C02A002A2
421937,490,3,900000
421968,123,2,ABCD
421985,501,8,0EA00E9702A4029C
422048,490,3,900000
422081,6B1,8,00DC0010191900D7
422097,200,1,48
422112,501,8,0EB00E9C029C029B
422145,490,3,900000
422160,123,2,ABCD
422176,6B1,8,00DC0010191900D7
422224,501,8,0EA80EA002A1029E
422241,490,3,900000
422288,6B1,8,00DC0010191900D7
422337,200,1,48
422351,501,8,0EA90E9C029C02A4
422368,123,2,ABCD
422384,6B1,8,00DC0010191900D7
422432,490,3,900000
422448,400,0,10
422463,501,8,0EB00E9C02A0029B
422496,6B1,8,00DC0010191900D7
422544,490,3,900000
422560,123,2,ABCD
422592,501,8,0EA80E9C02A5029E
422640,490,3,900000
422671,600,1,01
422704,6B1,8,00DC0010191900D7
422735,490,3,900000
422767,123,2,ABCD
422815,6B1,8,00DC0010191900D7
422831,501,8,0EA00E9C02A802A0
422848,210,3,900000
422911,6B1,8,00DC0010191900D7
422943,490,3,900000
422960,123,2,ABCD
423023,6B1,8,00DC0010191900D7
423039,490,3,900000
423071,501,8,0EA90E97029E029B
423087,200,1,48
423119,6B1,8,00DC0010191900D7
423135,490,3,900000
423166,123,2,ABCD
423183,501,8,0EA80E96029D029F
423231,6B1,8,00DC0010191900D7
423311,501,8,0EA50E96029C02A6
423326,6B1,8,00DC0010191900D7
423343,200,1,48
423359,123,2,ABCD
423423,501,8,0EB00E9702A102A0
423439,6B1,8,00DC0010191900D7
423534,6B1,8,00DC0010191900D7
423551,501,8,0EA10E96029D029A
423567,123,2,ABCD
423582,200,1,48
423630,490,3,900000
423646,6B1,8,00DC0010191900D7
423663,501,8,0EB90E84029C02A2
423742,490,3,900000
423759,123,2,ABCD
423790,E9F,0,E9
423838,200,1,48
423854,6B1,8,00DC0010191900D7
423902,501,8,0EA80E9C029B029E
423934,490,3,900000
423950,6B1,8,00DC0010191900D7
423966,123,2,ABCD
424031,501,8,0EA50E9C02A4029C
424062,6B1,8,00DC0010191900D7
424078,200,1,48
424142,490,3,900000
424158,6B1,8,00DC0010191900D7
424237,490,3,900000
424270,501,8,0EB00E9802A7029E
424333,200,1,48
424366,123,2,ABCD
424381,501,8,0E9F0E9802A002A0
424429,490,3,900000
424478,6B1,8,00DC0010191900D7
424509,501,8,0EA50E9802A002A6
424541,490,3,900000
424559,123,2,ABCD
424574,6B1,8,00DC0010191900D7
424589,200,1,48
424622,501,8,0EA30E9C029E02A8
424638,490,3,900000
424669,600,1,01
424686,6B1,8,00DC0010191900D7
424734,490,3,900000
424766,123,2,ABCD
424782,6B1,8,00DC0010191900D7
424829,200,1,48
424861,501,8,0EA50E9702A1029C
424892,6B1,8,00DC0010191900D7
424941,490,3,900000
424957,123,2,ABCD
424973,501,8,0EA20E9C02A6029F
424991,6B1,8,00DC0010191900D7
425037,490,3,900000
425085,200,1,48
425100,6B1,8,00DC0010191900D7
425133,490,3,900000
425165,123,2,ABCD
425196,6B1,8,00DC0010191900D7
425212,501,8,0E990E9702A0029B
425230,490,3,900000
425308,6B1,8,00DC0010191900D7
425348,200,1,48
425364,123,2,ABCD
425413,6B1,8,00DC0010191900D7
425428,490,3,900000
425461,501,8,0EA80E9C029A02A0
425508,6B1,8,00DC0010191900D7
425541,490,3,900000
425556,123,2,ABCD
425571,501,8,0EA90E98029D029F
425588,200,1,48
425619,6B1,8,00DC0010191900D7
425636,490,3,900000
425667,600,1,01
425700,501,8,0EB30EA002A3029F
425718,6B1,8,00DC0010191900D7
425731,490,3,900000
425764,123,2,ABCD
